prim_source_id,title,subtitle,language,genre,publication_place,publication_date,publishing_house,first_chin_edition,neibu,source,serial,page,note,created,created_by,last_modified,last_modified_by
W0414,unknown,unknown,en,G99,SP0436,19XX,unknown,19XX,,,,,,2018-04-10,MG,2020-04-08,DP
